A/C Group,Start,End,W/O,A/C,Issue Date,Due Date,Closing Date,ATA,DD,MEL,MEL Ref.,Description,Action
Own Configuration,2022-08-01,2023-07-31,27285,PWD,2023-01-12,,2023-01-12,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 12.JAN.2023, 15:24 PERFORM DAILY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 12.JAN.2023, 15:24 DAILY CHECK PERFORMED REF FORM REF  FORM F. MNT. M 104 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,35477,PWA,2023-07-14,2023-09-13,,34-13,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 14.JUL.2023, 06:42 CLEANING OF 1 OUT OF 3 PITOT PROBES DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,51861,PWF,2023-06-27,,2023-06-27,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 27.JUN.2023, 12:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 27.JUN.2023, 12:30 24HR CHECK PERFORMED AS PER FORM F.MNT.E 103 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,51862,PWF,2023-06-28,,2023-06-28,10,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 28.JUN.2023, 13:00 REFER TO CAE TECHNICAL LOG BOOK NO : 59020064 TO RE PERFORM RETURN TO OPERATION AFTER PARKING","ACTION PERFORMED BY MRIZ ON 28.JUN.2023, 13:00 RETURN TO OPERATION AFTERVPARKING CARRIED OUT AS PER AMM 10-30-00-554-804-A REV.42"
Own Configuration,2022-08-01,2023-07-31,51863,PWF,2023-06-28,,2023-06-28,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 28.JUN.2023, 14:15 TO PERFORM DAILY CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 28.JUN.2023, 14:15 DAILY CHECK PERFORMED CARRIED OUT AS PER FORM F.MNT.E 104 REV.00.WITH RESULT SATISFIED"
Own Configuration,2022-08-01,2023-07-31,51864,PWF,2023-06-29,,2023-06-29,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 29.JUN.2023, 13:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 29.JUN.2023, 13:00 24HR CHECK PERFORMED AS PER FORM F.MNT.E 103 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,43673,PWH,2023-04-25,,2023-04-25,27,0,0,,"1 WORKSTEP ADDED BY MAYA ON 25.APR.2023, 20:00 REF TASKCARD 100001176 REPLACEMENT SFCC#2 (22CV) DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 25.APR.2023, 20:00 REPLACEMENT OF SFCC#2 PERFORMED REF AMM TASK 27-51-34-000-001-A/TASK 27-51-34-400-001-A."
Own Configuration,2022-08-01,2023-07-31,51865,PWF,2023-06-30,,2023-06-30,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 30.JUN.2023, 09:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 30.JUN.2023, 09:30 DAILY CHECK PERFORMED AS PER FORM F.MNT.E 104 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,51866,PWG,2023-06-28,,2023-06-28,32,0,0,,"1 WORKSTEP ADDED BY DSBU ON 28.JUN.2023, 04:20 L/G : LGCIU FAULT 4 MNTS AFTER A/R DESCRIPTION SIGN DSBU","ACTION PERFORMED BY DSBU ON 28.JUN.2023, 04:20 DO RESET CB`S OF LGCIU`S AND DO OPERATIONAL TEST OF LGCIU #1 WITH CFDS RESULT NO FAULT . READ OUT OF PFR L L/G DOOR PROX SNSR (27GA) / LGCIU"
Own Configuration,2022-08-01,2023-07-31,51867,PWF,2023-06-30,2023-07-20,,22,0,1,22-70-02A,"1 WORKSTEP ADDED BY MRIZ ON 30.JUN.2023, 09:45 NAVIGATION DATA BSE OUT OF DATE DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 30.JUN.2023, 09:45 TRANSFER TO HIL .HIL DUE DATE 10 JULY 2023 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,43677,PWC,2023-04-23,,2023-04-23,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 23.APR.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 23.APR.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27294,PWA,2023-01-11,,2023-01-11,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 11.JAN.2023, 18:03 PERFORM WEEKLY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 11.JAN.2023, 18:03 WEEKLY CHECK PERFORMED REF FORM F.MNT.M.105 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27296,PWC,2023-01-08,,2023-01-08,05,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 08.JAN.2023, 14:22 REF AML SERIAL NO. 002644 DI BIRD STRIKE ON ENGINE NO.1 DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 08.JAN.2023, 14:22 RF INSPECTION ENGINE NO 1 D/T BIRD STRIKE DURING APP LANDING REF AMM : 72-00-00-200-006-A VISUAL EXTERNAL ENGINE AND FAN BLADE NO FOUND"
Own Configuration,2022-08-01,2023-07-31,27297,PWD,2023-01-12,,2023-01-12,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 12.JAN.2023, 01:05 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 12.JAN.2023, 01:05 BD CHECK PERFORMED REF FORM F. MNT. M. 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,27298,PWC,2023-01-11,,2023-01-11,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 11.JAN.2023, 00:40 REF TASKCARD NO. C0000027, 1000006661. REPLACE AOC AND OPSPEC PK-PWC UPDATE","ACTION PERFORMED BY ANGGUN ON 11.JAN.2023, 00:40 PERFORMED REPLACE AOC, EXP DATE 12 JANUARY 2028 AND OPERATIONS SPECIFICATION AIRBUS A320-200 DATE 12 JANUARY 2023"
Own Configuration,2022-08-01,2023-07-31,27300,PWC,2023-01-11,,2023-01-11,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 11.JAN.2023, 00:50 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 11.JAN.2023, 00:50 BD CHECK PERFORMED REF FORM F.MNT.M.102 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27303,PWC,2023-01-01,,2023-01-01,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.JAN.2023, 21:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 01.JAN.2023, 21:00 3 EA L/G PIN`S REMOVED. BD CHECK PERFORMED REF FOM F.MNT.M.102 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27304,PWC,2023-01-01,,2023-01-01,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.JAN.2023, 18:00 REF ASDCS AML SGQ NO A002332 D2. MISSING PLATE 1 EA AT PANEL 191 DT DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 01.JAN.2023, 18:00 PERFORMED RE INSPECTION OF THIS SPEED TAPE AT PANEL 191 DT RESULT GOOD. REF SRM 53-35-11-300-009."
Own Configuration,2022-08-01,2023-07-31,43688,PWH,2023-04-25,,2023-05-11,23,0,1,23-73-06-02,"1 WORKSTEP ADDED BY MAYA ON 25.APR.2023, 14:30 REF CML SEQ C001604D2 HANDSET POS AFT R/H SWIVELL U/S DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 25.APR.2023, 14:30 DO T/S WITH REPLACE BY ALTERNATE P/N : 89-01-071122 RESULT STILL U/S. PART BACK TO ORI AND PERFECT INSERT TO HIL REF MEL 23-73-06-02A CAT C"
Own Configuration,2022-08-01,2023-07-31,43689,PWH,2023-04-15,,2023-05-14,36,0,1,36-01-01,"1 WORKSTEP ADDED BY MAYA ON 15.APR.2023, 01:00 DURING BD CHECK FOUND AIR BLEED ON MAINT STATUS DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 15.APR.2023, 01:00 REF AMM :36-11-00-740-001-A. DO RESET CB FWC 1&2 ,BMC 1&2 RESULT STILL EXIST.DO BITE TEST BMC 1 RESULT GOOD.DO BITE MNC 2 RESULT TEMP SENSOR"
Own Configuration,2022-08-01,2023-07-31,27306,PWC,2023-01-01,,2023-01-01,25-18,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.JAN.2023, 18:50 PERFORM CROSS CHANGE STATIC INVERTR (3EA) WITH PK-PWA ( REF JC NO.100000579)","ACTION PERFORMED BY ANGGUN ON 01.JAN.2023, 18:50 INSTALLATION OF STATIC INVERTER (3NA) FROM PK-PWA . REF AMM 25-18-51-000 / 400-001-A. DO OPERATIONAL TEST AFTER INSTALLATION"
Own Configuration,2022-08-01,2023-07-31,43691,PWH,2023-04-24,,2023-04-24,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 24.APR.2023, 06:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 24.APR.2023, 06:00 24HR CHECK PERFORMED REF FORM.F.MNT.E.103.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27308,PWD,2023-01-01,,2023-01-01,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 01.JAN.2023, 20:27 PERFORM 24HR CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 01.JAN.2023, 20:27 24HR CHECK PERFORMED REF FORM F. MNT.M. 103 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43692,PWC,2023-04-24,,2023-04-24,21,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 24.APR.2023, 10:05 AIR PACK 2 REGUL FAULT DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 24.APR.2023, 10:05 DO OPC TEST OF THE PACK TEMP CTR SYS I.A.W AMM 21-61-00-710-001-A RESULT SATISFACTORY"
Own Configuration,2022-08-01,2023-07-31,27309,PWD,2023-01-01,,2023-01-01,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 01.JAN.2023, 22:06 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 01.JAN.2023, 22:06 BD CHECK PERFORMED REF FORM F.MNT. M.101 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43693,PWC,2023-04-24,,2023-04-24,05,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 24.APR.2023, 10:12 BIRD STRIKE UPON LANDING DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 24.APR.2023, 10:12 DO INSPECTION OF THE AIRCRAFT AFTER A BIRD STRIKE (RADOME R/H AREA) I.A.W AMM 05-51-14-200-803-A NO FAUND DEMAGE"
Own Configuration,2022-08-01,2023-07-31,51885,PWF,2023-06-30,,2023-06-30,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 30.JUN.2023, 10:00 TO PERFORM BD CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 30.JUN.2023, 10:00 BD CHECK PERFORMED AS PER FORM NO F.MNT.E 105 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,27310,PWA,2023-01-03,,2023-01-03,71,0,0,,"1 WORKSTEP ADDED BY MAYA ON 03.JAN.2023, 04:00 REF JOBCARD NO 100000591 AND AML SEQ NO A002185 AFTER R/I FUEL FILTER DIFF PRESS SWITCH ENG#1","ACTION PERFORMED BY MAYA ON 03.JAN.2023, 04:00 DO PERFORMED ENGINE GROUND RUN WITH MINIMUN IDLE CHECK REF AMM 71-00-00-710-006 B RESULT GOOD WITH DURATION ENG RUN 03.50 AND FUEL"
Own Configuration,2022-08-01,2023-07-31,27311,PWC,2023-01-01,,2023-01-01,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.JAN.2023, 19:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 01.JAN.2023, 19:00 DAILY CHECK PERFORMED REF FORM F.MNT.M.104. PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27312,PWD,2023-01-01,,2023-01-01,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 01.JAN.2023, 01:12 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 01.JAN.2023, 01:12 BD CHECK PERFORMED REF FORM F. MNT. M. 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,27313,PWD,2023-01-02,,2023-01-02,05,0,0,,"1 WORKSTEP ADDED BY SITI ON 02.JAN.2023, 11:27 BIRD STRIKE DURING LANDING -FOR INFIRMATION- DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 02.JAN.2023, 11:27 PERFORMED WALK AROUND CHECK REF AMM TASK 05-51-14-200-803A FUND BIRD STRIKE AT LH AIRFRAME  DO CLEAND OF BIRD STRIKE SIGN AND CHECK NO"
Own Configuration,2022-08-01,2023-07-31,27314,PWA,2023-01-03,,2023-01-07,73,0,1,73-09-01,"1 WORKSTEP ADDED BY MAYA ON 03.JAN.2023, 05:00 REF MEL SEQ NO.A002185 DI AND AML SEQ NO.A002190 DI DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 03.JAN.2023, 05:00 AFTER REPLACED OF FUEL FILTER DIFF PRESS SWITCH AND ENG#1 EGR . DUE TO REPETITIVE PROBLEM AND WAITING SPARE ,DEFECT TRANSFER TO HIL REF MEL :"
Own Configuration,2022-08-01,2023-07-31,27315,PWC,2023-01-02,,2023-01-02,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 02.JAN.2023, 15:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 02.JAN.2023, 15:30 24HR CHECK PERFORMED REF FORM T.MNT.M.103 . FOB 4400KG PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27316,PWA,2023-01-03,,2023-01-03,56,0,0,,"1 WORKSTEP ADDED BY MAYA ON 03.JAN.2023, 14:08 REPLACEMENT OF RH SLIDING WINDOW DUE TO DELAMINATION OUT OF LIMIT REF WO A 0000027","ACTION PERFORMED BY MAYA ON 03.JAN.2023, 14:08 REPLACEMENT OF RH SLIDING WINDOW REF WO A 0000027 AS PER AMM 56-12-11-400-001 A"
Own Configuration,2022-08-01,2023-07-31,43700,PWC,2023-04-24,,2023-04-24,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 24.APR.2023, 14:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 24.APR.2023, 14:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27317,PWC,2023-01-03,,2023-01-03,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 03.JAN.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 03.JAN.2023, 21:30 BD CHECK PERFORMED. REF FORM F.MNT.M.102 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43701,PWH,2023-04-25,,2023-04-25,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 25.APR.2023, 01:15 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 25.APR.2023, 01:15 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27319,PWD,2023-01-02,,2023-01-02,32,0,0,,"1 WORKSTEP ADDED BY SITI ON 02.JAN.2023, 18:27 BRAKES SYS 1 FAULT DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 02.JAN.2023, 18:27 PFR CHECK  FOUND  SOURCE FROM  BSCU 1 PERFORM RESET  BSCU WITH  A/ SKID AND NOSE WHELL SWITCH  AND DO  BITE TEST OF BSCU 1 RESULT NO"
Own Configuration,2022-08-01,2023-07-31,27320,PWD,2023-01-02,,2023-01-05,25,1,0,,"1 WORKSTEP ADDED BY SITI ON 02.JAN.2023, 19:00 REF CML SEQ C0000436 D2, DURING DAILY  CHECK FOUND COVER SEATER LAV. D BROKEN","ACTION PERFORMED BY SITI ON 02.JAN.2023, 19:00 NEED REPLACE  DIT CGK NIL SPARE INSERT TO HIL FOR NON CAT PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43704,PWH,2023-04-22,,2023-04-22,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 22.APR.2023, 08:00 MAINTENANCE PERFORM 24HR CHECK","ACTION PERFORMED BY MAYA ON 22.APR.2023, 08:00 24HR CHECK PERFORMED REF.FORM.F.MNT.M.104.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27321,PWD,2023-01-03,,2023-01-03,32,0,0,,"1 WORKSTEP ADDED BY SITI ON 03.JAN.2023, 18:18 -INSP REMARK-  -R/H N/W DEEP CUT-","ACTION PERFORMED BY SITI ON 03.JAN.2023, 18:18 R/H  N/W ASSY REPLACED, INSTALLATION TORQUE AND CHECK PRESS OK, REF AMM 32-41-12- PB 401"
Own Configuration,2022-08-01,2023-07-31,43705,PWH,2023-04-24,,2023-04-24,35,0,0,,"1 WORKSTEP ADDED BY MAYA ON 24.APR.2023, 17:45 MAINTENANCE REF ORDER : 100001166 REMOVAL OF CREW OXY CYLINDER DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 24.APR.2023, 17:45 REPLACED CREW OXY CYLINDER WITH THE NEW ONE REF AMM 35-11-41-400-007-A DO LEAK TEST RESULT NO FOUND LEAK DO OPERATIONAL TEST OF THE CREW"
Own Configuration,2022-08-01,2023-07-31,27322,PWA,2023-01-04,,2023-01-04,73,0,0,,"1 WORKSTEP ADDED BY MAYA ON 04.JAN.2023, 12:33 REF AML SEQ. AOO2194 AFTER REPLACEMENT FUEL FILTER D/T ON HIL","ACTION PERFORMED BY MAYA ON 04.JAN.2023, 12:33 DO A PERFORMED ENGINE GROUND ROUND WITH  MINIMUM IDLE REF AMM-71-00-00-710-006"
Own Configuration,2022-08-01,2023-07-31,27323,PWA,2023-01-04,,2023-01-12,25,1,0,,"1 WORKSTEP ADDED BY MAYA ON 04.JAN.2023, 12:34 COMPARTMENT DOOR EMERGENCY EQUIPMENT BELOW CABIN ATTENDAT SEAT (CC2) IS CRACK","ACTION PERFORMED BY MAYA ON 04.JAN.2023, 12:34 DO OPS CHECK OF PANEL RESULT NORMAL .D/T NEED TIME FOR REPAIR INSERT TO HIL REF MEL (NON CATEGORY)"
Own Configuration,2022-08-01,2023-07-31,43707,PWH,2023-04-25,,2023-04-25,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 25.APR.2023, 15:00 MAINTENANCE PERFORM WEEKLY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 25.APR.2023, 15:00 WEEKLY CHECK PERFORMED REF.FORM.F.MNT.E.105.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27324,PWD,2023-01-02,,2023-01-02,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 02.JAN.2023, 19:24 PERFORM DAILY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 02.JAN.2023, 19:24 DAILY CHECK PERFORMED REF FORM F. MNT.M. 104 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43708,PWH,2023-04-26,,2023-04-26,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 26.APR.2023, 01:20 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 26.APR.2023, 01:20 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27325,PWD,2023-01-02,,2023-01-02,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 02.JAN.2023, 21:18 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 02.JAN.2023, 21:18 BD CHECK PERFORMED REF FORM F. MNT.M.101 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43709,PWH,2023-04-15,,2023-04-15,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 15.APR.2023, 10:00 PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 15.APR.2023, 10:00 DAILY CHECK PERFORMED REF FORM.F.MNT.M.104.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,51901,PWG,2023-06-28,,2023-06-28,NAN,0,0,,"1 WORKSTEP ADDED BY ENSU ON 28.JUN.2023, 14:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ENSU","ACTION PERFORMED BY ENSU ON 28.JUN.2023, 14:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN ENSU"
Own Configuration,2022-08-01,2023-07-31,27326,PWC,2023-01-03,,2023-01-03,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 03.JAN.2023, 16:10 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 03.JAN.2023, 16:10 DAILY CHECK PERFORMED REF FORM F.MNT.104. FOB 5360KGS PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43710,PWH,2023-04-17,,2023-04-17,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 17.APR.2023, 10:00 PERFORM 24HR CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 17.APR.2023, 10:00 24HR CHECK PERFORMED REF FORM.F.MNT.M.103.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,51902,PWF,2023-07-01,,2023-07-01,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 01.JUL.2023, 19:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 01.JUL.2023, 19:00 24HR CHECK PERFORMED AS PER FORM NO F.MNT.E 103 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,27327,PWD,2023-01-03,,2023-01-13,32,0,1,32-42-03,"1 WORKSTEP ADDED BY SITI ON 03.JAN.2023, 03:09 -BRAKE SYSTEM  1 FAULT- DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 03.JAN.2023, 03:09 REF TSM TASK 32-42-00-810-820 A DO ARESET BSCU1 WITH A/SKID BUT PROBLEM  INSERT TO HILL. MAINTENANCE  PROCEDURE HAVE BEEN PERFORMA"
Own Configuration,2022-08-01,2023-07-31,43711,PWH,2023-04-19,,2023-04-19,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 19.APR.2023, 10:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 19.APR.2023, 10:00 DAILY CHECK PERFORMED REF FORM.F.MNT.M.102.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27328,PWC,2023-01-02,,2023-01-02,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 02.JAN.2023, 21:10 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 02.JAN.2023, 21:10 BD CHECK PERFORMED REF FORM F.MNT.M.102 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43714,PWH,2023-04-19,,2023-04-19,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 19.APR.2023, 12:30 MAINTENANCE TO PERFORM BD CHECK","ACTION PERFORMED BY MAYA ON 19.APR.2023, 12:30 BD CHECK PERFORMED REF FORM.F.MNT.M.102.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27331,PWC,2023-01-04,,2023-01-04,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 04.JAN.2023, 20:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 04.JAN.2023, 20:00 24HR CHECK PERFORMED. REF F.FMNT.M.103 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43715,PWH,2023-04-20,,2023-04-20,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 20.APR.2023, 16:00 MAINTENANCE TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 20.APR.2023, 16:00 BD CHECK PERFORMED REF FORM.F.MNT.M.102.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27332,PWC,2023-01-04,,2023-01-16,25,1,0,,"1 WORKSTEP ADDED BY ANGGUN ON 04.JAN.2023, 18:00 REF CML SEQ C000834 ROUND DENT AROUND SWIVEL CAS RECEASE CATCH DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 04.JAN.2023, 18:00 DO TO NEED MORE TIME FOR REPAIR ITEM TRF TO HIL NON CAT PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43716,PWH,2023-04-20,,2023-04-20,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 20.APR.2023, 15:30 MAINTENANCE TO PERFORM 24HR CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 20.APR.2023, 15:30 24HR CHECK PERFORMED REF FORM.F.MNT.M.103.R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27333,PWD,2023-01-03,,2023-01-17,25,0,0,,"1 WORKSTEP ADDED BY SITI ON 03.JAN.2023, 18:24 RER CML C0000436 D4 FOUND  CRACK ON THE COMPARTMENT DOOR NO.513 AFT GALLEY","ACTION PERFORMED BY SITI ON 17.JAN.2023, 16:00 REPAIRED DOOR COMPARTMENT GALLEY ON THE SHOP AND INSTALLED DOOR COMPARTMENT GALLEY PERFORMED AND OPC GOOD, HIL CLOSED REF AMM 25-33-42"
Own Configuration,2022-08-01,2023-07-31,43717,PWH,2023-04-20,,2023-04-20,27,0,0,,"1 WORKSTEP ADDED BY MAYA ON 20.APR.2023, 23:00 FLAP SYS 1 FAULT DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 20.APR.2023, 23:00 DO BITE SFCC #1 REF AMM 27-00-00 RESULT MSG CLEARED PERFORMED SIGN MAYA"
